pkgname,pkgbase,repo,arch,pkgver,pkgrel,epoch,pkgdesc,url,filename,compressed_size,installed_size,build_date,last_update,flag_date,packager
"certbot-dns-rfc2136","certbot-dns-rfc2136","extra","any","3.0.0","1","0","RFC2136 DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-rfc2136","certbot-dns-rfc2136-3.0.0-1-any.pkg.tar.zst","26066","125732","2024-11-06T21:34:59Z","2024-11-06T21:54:27.291Z","null","grawlinson"
"certbot-dns-route53","certbot-dns-route53","extra","any","3.0.0","1","0","Route53 DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-route53","certbot-dns-route53-3.0.0-1-any.pkg.tar.zst","23568","92067","2024-11-06T21:35:18Z","2024-11-06T21:54:27.759Z","null","grawlinson"
"certbot-dns-sakuracloud","certbot-dns-sakuracloud","extra","any","3.0.0","1","0","Sakura Cloud DNS Authenticator plugin for Certbot","https://pypi.python.org/pypi/certbot-dns-sakuracloud","certbot-dns-sakuracloud-3.0.0-1-any.pkg.tar.zst","14342","40874","2024-11-06T21:35:44Z","2024-11-06T21:54:28.225Z","null","grawlinson"
"certbot-nginx","certbot-nginx","extra","any","3.0.0","1","0","Nginx plugin for Certbot","https://pypi.python.org/pypi/certbot-nginx","certbot-nginx-3.0.0-1-any.pkg.tar.zst","185057","991278","2024-11-06T21:36:04Z","2024-11-06T21:54:28.701Z","null","grawlinson"
"certbot","certbot","extra","any","3.0.0","1","0","An ACME client","https://certbot.eff.org","certbot-3.0.0-1-any.pkg.tar.zst","915750","5369375","2024-11-06T21:25:29Z","2024-11-06T21:54:21.378Z","2024-11-14T18:12:15.675Z","grawlinson"
"cervisia","cervisia","extra","x86_64","24.08.3","1","0","CVS Frontend","https://apps.kde.org/cervisia/","cervisia-24.08.3-1-x86_64.pkg.tar.zst","2378494","6273585","2024-11-05T15:31:09Z","2024-11-07T13:57:23.767Z","null","arojas"
"cfitsio","cfitsio","extra","x86_64","4.5.0","1","1","A library of C and Fortran subroutines for reading and writing data files in FITS (Flexible Image Transport System) data format","https://heasarc.gsfc.nasa.gov/fitsio/","cfitsio-1:4.5.0-1-x86_64.pkg.tar.zst","635700","2095733","2024-08-26T07:27:01Z","2024-08-26T07:29:08.520Z","null","arojas"
"cfr","cfr","extra","any","0.152","3","0","Another Java decompiler","https://www.benf.org/other/cfr/","cfr-0.152-3-any.pkg.tar.zst","1909458","2172214","2024-07-12T02:03:39Z","2024-07-12T02:07:09.041Z","null","blakkheim"
"cfssl","cfssl","extra","x86_64","1.6.5","1","0","CloudFlare PKI and TLS toolkit","https://cfssl.org/","cfssl-1.6.5-1-x86_64.pkg.tar.zst","11429497","74947458","2024-04-07T19:04:44Z","2024-04-07T19:23:03.073Z","null","shibumi"
"cgal","cgal","extra","any","6.0.1","2","0","Computational Geometry Algorithms Library","https://www.cgal.org","cgal-6.0.1-2-any.pkg.tar.zst","5257528","41822346","2024-11-17T17:21:31Z","2024-11-17T17:25:54.706Z","null","Lahwaacz"
"cgasm","cgasm","extra","x86_64","1.0.0","5","0","CLI tool for browsing documentation for x86 Assembly","https://github.com/bnagy/cgasm","cgasm-1.0.0-5-x86_64.pkg.tar.zst","912847","4450248","2024-07-12T02:04:21Z","2024-07-12T02:39:45.685Z","null","blakkheim"
"cgdb","cgdb","extra","x86_64","0.8.0","2","0","Curses-based interface to the GNU Debugger","http://cgdb.github.io/","cgdb-0.8.0-2-x86_64.pkg.tar.zst","187842","436060","2024-07-01T08:07:32Z","2024-07-01T08:11:40.969Z","null","gromit"
"cgit-aurweb","cgit-aurweb","extra","x86_64","1.2.3.r70.g09d24d7","3","0","A web interface for git written in plain C (aurweb branch)","https://git.zx2c4.com/cgit/","cgit-aurweb-1.2.3.r70.g09d24d7-3-x86_64.pkg.tar.zst","1107602","2556788","2024-10-07T21:00:37Z","2024-10-07T21:09:28.123Z","null","eworm"
"cgit","cgit","extra","x86_64","1.2.3.r70.g09d24d7","3","0","A web interface for git written in plain C","https://git.zx2c4.com/cgit/","cgit-1.2.3.r70.g09d24d7-3-x86_64.pkg.tar.zst","1107321","2557075","2024-10-07T15:41:25Z","2024-10-07T21:09:27.571Z","null","eworm"
"cgns","cgns","extra","x86_64","4.4.0","3","0","Standard for recording and recovering computer data associated with the numerical solution of fluid dynamics equations","https://cgns.github.io/","cgns-4.4.0-3-x86_64.pkg.tar.zst","879899","2982395","2024-06-22T14:10:38Z","2024-06-22T15:59:00.756Z","null","arojas"
"cgrep","cgrep","extra","x86_64","6.6.32","453","0","A context-aware grep for source codes","https://awgn.github.io/cgrep/","cgrep-6.6.32-453-x86_64.pkg.tar.zst","218526","1278363","2024-10-23T13:32:44Z","2024-10-23T17:13:38.205Z","null","felixonmars"
"chafa","chafa","extra","x86_64","1.14.2","2","0","Image-to-text converter supporting a wide range of symbols and palettes, transparency, animations, etc.","https://hpjansson.org/chafa/","chafa-1.14.2-2-x86_64.pkg.tar.zst","243685","1676294","2024-09-19T06:46:12Z","2024-09-21T14:03:46.793Z","2024-10-06T15:20:38.559Z","felixonmars"
"charm","charm","extra","x86_64","0.12.6","2","0","The backend for the Charm cloud","https://charm.sh/cloud/","charm-0.12.6-2-x86_64.pkg.tar.zst","6384825","19539642","2024-07-25T03:47:09Z","2024-07-25T04:31:27.011Z","null","grawlinson"
"chatblade","chatblade","extra","any","0.7.0","1","0","A CLI Swiss Army Knife for ChatGPT","https://github.com/npiv/chatblade","chatblade-0.7.0-1-any.pkg.tar.zst","46135","209055","2024-10-13T12:24:43Z","2024-10-19T14:38:49.340Z","null","carsme"
"chatty","chatty","extra","x86_64","0.8.5","2","0","Simple to use SMS and Matrix messaging application","https://gitlab.gnome.org/World/Chatty","chatty-0.8.5-2-x86_64.pkg.tar.zst","424302","1622096","2024-09-25T10:45:59Z","2024-09-25T23:09:21.017Z","null","heftig"
"check-docs","check","extra","x86_64","0.15.2","2","0","A unit testing framework for C (documentation)","https://libcheck.github.io/check/","check-docs-0.15.2-2-x86_64.pkg.tar.zst","193108","1281774","2020-10-02T21:19:28Z","2020-10-02T21:23:32.241Z","null","heftig"
"check-jsonschema","check-jsonschema","extra","any","0.29.4","1","0","A JSON Schema CLI and pre-commit hook built on jsonschema","https://github.com/python-jsonschema/check-jsonschema","check-jsonschema-0.29.4-1-any.pkg.tar.zst","220327","2142575","2024-10-11T18:15:41Z","2024-10-11T18:23:01.483Z","null","Antiz"
"check-sieve","check-sieve","extra","x86_64","0.9","2","0","Syntax checker for Sieve scripts","https://github.com/dburkart/check-sieve","check-sieve-0.9-2-x86_64.pkg.tar.zst","235218","1139244","2024-07-25T04:12:39Z","2024-07-25T04:31:27.473Z","2024-11-09T08:32:36.964Z","grawlinson"
"check","check","extra","x86_64","0.15.2","2","0","A unit testing framework for C","https://libcheck.github.io/check/","check-0.15.2-2-x86_64.pkg.tar.zst","83229","194324","2020-10-02T21:19:28Z","2020-10-02T21:23:32.216Z","null","heftig"
"checkbashisms","checkbashisms","extra","any","2.23.7","1","0","Debian script that checks for bashisms","https://tracker.debian.org/pkg/devscripts","checkbashisms-2.23.7-1-any.pkg.tar.zst","13487","34418","2024-04-12T22:34:52Z","2024-04-12T22:37:42.930Z","null","grawlinson"
"checksec","checksec","extra","any","2.7.1","1","0","Tool designed to test which standard Linux OS and PaX security features are being used","https://github.com/slimm609/checksec.sh","checksec-2.7.1-1-any.pkg.tar.zst","25315","97541","2024-05-25T23:50:13Z","2024-05-25T23:52:06.045Z","2024-06-13T20:31:28.311Z","anthraxx"
"cheese","cheese","extra","x86_64","44.1","3","0","Take photos and videos with your webcam, with fun graphical effects","https://wiki.gnome.org/Apps/Cheese","cheese-44.1-3-x86_64.pkg.tar.zst","815474","2784174","2024-09-04T15:02:39Z","2024-09-04T15:06:20.247Z","null","bgyorgy"
"cherrytree","cherrytree","extra","x86_64","1.2.0","1","0","Hierarchical note-taking application","https://www.giuspen.com/cherrytree/","cherrytree-1.2.0-1-x86_64.pkg.tar.zst","3254760","10452322","2024-10-20T11:40:58Z","2024-10-26T08:06:15.456Z","null","carsme"
"chess-clock","chess-clock","extra","any","0.6.1","1","0","Simple application to provide time control for over-the-board chess games","https://apps.gnome.org/Chessclock/","chess-clock-0.6.1-1-any.pkg.tar.zst","68638","382298","2024-10-19T01:15:04Z","2024-10-19T01:18:14.382Z","null","bgyorgy"
"chess-tui","chess-tui","extra","x86_64","1.4.0","1","0","Play chess in your terminal","https://github.com/thomas-mauran/chess-tui","chess-tui-1.4.0-1-x86_64.pkg.tar.zst","479228","1132806","2024-11-18T08:03:46Z","2024-11-18T08:21:23.201Z","null","orhun"
"chewing-editor","chewing-editor","extra","x86_64","0.1.1","11","0","Cross platform chewing user phrase editor","https://chewing.im/","chewing-editor-0.1.1-11-x86_64.pkg.tar.zst","66665","206831","2024-07-01T08:10:31Z","2024-07-05T08:00:34.111Z","null","yan12125"
"chezmoi","chezmoi","extra","x86_64","2.54.0","1","0","Manage your dotfiles across multiple machines","https://www.chezmoi.io/","chezmoi-2.54.0-1-x86_64.pkg.tar.zst","12293772","44411914","2024-11-11T12:29:54Z","2024-11-11T12:33:16.629Z","null","alerque"
"chicken","chicken","extra","x86_64","5.4.0","1","0","Feature rich R5RS Scheme compiler and interpreter","https://call-cc.org/","chicken-5.4.0-1-x86_64.pkg.tar.zst","3099991","19008225","2024-08-27T09:48:52Z","2024-08-27T12:19:02.269Z","null","arodseth"
"chinese-calendar","chinese-calendar","extra","x86_64","1.0.3.r58","3","0","Chinese traditional calendar for Ubuntu Kylin","https://launchpad.net/chinese-calendar","chinese-calendar-1.0.3.r58-3-x86_64.pkg.tar.zst","462131","1283039","2023-09-28T07:14:20Z","2023-09-28T07:15:56.477Z","null","Antiz"
"chitose","chitose","extra","x86_64","0.0.7","1","0","An iftop alternative for cumulated network traffic monitoring","https://github.com/taoky/chitose","chitose-0.0.7-1-x86_64.pkg.tar.zst","1124932","3318216","2024-05-22T08:08:55Z","2024-05-22T08:11:43.698Z","null","felixonmars"
"chmlib","chmlib","extra","x86_64","0.40","8","0","Library for dealing with Microsoft ITSS/CHM format files","http://www.jedrea.com/chmlib/","chmlib-0.40-8-x86_64.pkg.tar.zst","23352","172329","2024-09-07T13:36:21Z","2024-09-07T13:38:03.649Z","null","arojas"
"chntpw","chntpw","extra","x86_64","140201","5","0","Offline NT Password Editor - reset passwords in a Windows NT SAM user database file","https://pogostick.net/~pnh/ntpasswd/","chntpw-140201-5-x86_64.pkg.tar.zst","88460","375123","2024-09-07T13:39:26Z","2024-09-07T13:41:06.698Z","null","arojas"
"choose","choose","extra","x86_64","1.3.6","1","0","A human-friendly and fast alternative to cut and (sometimes) awk","https://github.com/theryangeary/choose","choose-1.3.6-1-x86_64.pkg.tar.zst","797827","2682900","2024-10-03T00:34:53Z","2024-10-03T01:08:56.388Z","null","grawlinson"
"choria-io","choria-io","extra","x86_64","0.23.0","1","0","Go based server to host Choria agents, networks, federations and discovery","https://choria.io","choria-io-0.23.0-1-x86_64.pkg.tar.zst","11568609","45708966","2021-09-03T08:41:06Z","2023-05-19T15:44:07.088Z","2023-06-20T17:16:21.527Z","bastelfreak"
"chromaprint","chromaprint","extra","x86_64","1.5.1","9","0","Library for extracting fingerprints from any audio source","https://acoustid.org/chromaprint","chromaprint-1.5.1-9-x86_64.pkg.tar.zst","48202","128481","2024-10-03T16:17:05Z","2024-11-07T20:01:15.214Z","null","arojas"
"chromium-bsu","chromium-bsu","extra","x86_64","0.9.16.1","2","0","A fast paced top scrolling shooter","http://chromium-bsu.sourceforge.net/","chromium-bsu-0.9.16.1-2-x86_64.pkg.tar.zst","1325981","1908893","2024-03-02T21:07:32Z","2024-03-02T21:12:12.739Z","null","spupykin"
"chromium","chromium","extra","x86_64","131.0.6778.69","1","0","A web browser built for speed, simplicity, and security","https://www.chromium.org/Home","chromium-131.0.6778.69-1-x86_64.pkg.tar.zst","108434475","352079456","2024-11-12T23:01:42Z","2024-11-13T00:01:43.178Z","null","foutrelis"
"chrono-date","chrono-date","extra","x86_64","3.0.3","1","0","A date and time library based on the C++11/14/17 <chrono> header","https://howardhinnant.github.io/date/date.html","chrono-date-3.0.3-1-x86_64.pkg.tar.zst","90281","708294","2024-10-26T00:46:35Z","2024-10-26T00:49:07.923Z","null","ainola"
"chrony","chrony","extra","x86_64","4.6.1","2","0","Lightweight NTP client and server","https://chrony-project.org/","chrony-4.6.1-2-x86_64.pkg.tar.zst","362622","1102478","2024-11-04T19:35:49Z","2024-11-05T19:29:04.056Z","null","andyrtr"
"chrootuid","chrootuid","extra","x86_64","1.3","11","0","Runs a command in a restricted environment.","http://ftp.porcupine.org/pub/security/index.html","chrootuid-1.3-11-x86_64.pkg.tar.zst","6042","16595","2024-07-12T02:07:59Z","2024-07-12T02:39:46.498Z","null","blakkheim"
"chrpath","chrpath","extra","x86_64","0.17","1","0","Change or delete the rpath or runpath in ELF files","https://codeberg.org/pere/chrpath","chrpath-0.17-1-x86_64.pkg.tar.zst","27469","70243","2023-12-09T21:14:00Z","2023-12-09T21:16:52.408Z","null","spupykin"
"chuck","chuck","extra","x86_64","1.5.2.0","1","0","Concurrent, on-the-fly audio programming language","https://chuck.cs.princeton.edu/","chuck-1.5.2.0-1-x86_64.pkg.tar.zst","13737005","27185565","2024-01-01T22:28:23Z","2024-01-01T22:38:55.766Z","null","arodseth"
"ciano","ciano","extra","x86_64","0.2.4","6","0","Multimedia file converter focused on simplicity","https://robertsanseries.github.io/ciano/","ciano-0.2.4-6-x86_64.pkg.tar.zst","106289","388790","2024-07-12T02:08:23Z","2024-07-12T02:39:46.905Z","null","blakkheim"
"cifs-utils","cifs-utils","extra","x86_64","7.1","1","0","CIFS filesystem user-space tools","https://wiki.samba.org/index.php/LinuxCIFS_utils","cifs-utils-7.1-1-x86_64.pkg.tar.zst","99296","294386","2024-10-09T06:12:12Z","2024-10-09T06:14:14.590Z","null","tpowa"
"cilium-cli","cilium-cli","extra","x86_64","0.16.20","1","0","install, manage & troubleshoot Kubernetes clusters running Cilium","https://github.com/cilium/cilium-cli","cilium-cli-0.16.20-1-x86_64.pkg.tar.zst","47523217","159893276","2024-11-16T15:28:48Z","2024-11-16T15:47:36.115Z","null","Foxboron"
"cimg","cimg","extra","any","3.2.6","2","0","Open-source C++ toolkit for image processing","http://cimg.eu/","cimg-3.2.6-2-any.pkg.tar.zst","533600","5526921","2024-07-12T02:09:04Z","2024-07-12T02:39:35.524Z","null","blakkheim"
"cinnamon-control-center","cinnamon-control-center","extra","x86_64","6.2.0","1","0","The Control Center for Cinnamon","https://github.com/linuxmint/cinnamon-control-center","cinnamon-control-center-6.2.0-1-x86_64.pkg.tar.zst","339632","1393912","2024-06-12T21:50:36Z","2024-06-12T21:52:56.066Z","null","arojas"
"cinnamon-desktop","cinnamon-desktop","extra","x86_64","6.2.0","1","0","Library with common API for various Cinnamon modules","https://github.com/linuxmint/cinnamon-desktop","cinnamon-desktop-6.2.0-1-x86_64.pkg.tar.zst","279594","1471361","2024-06-12T21:33:59Z","2024-06-12T21:35:53.787Z","null","arojas"
"cinnamon-menus","cinnamon-menus","extra","x86_64","6.2.0","1","0","Cinnamon menu specifications","https://github.com/linuxmint/cinnamon-menus","cinnamon-menus-6.2.0-1-x86_64.pkg.tar.zst","60547","237041","2024-06-12T21:36:48Z","2024-06-12T21:39:17.862Z","null","arojas"
"cinnamon-screensaver","cinnamon-screensaver","extra","x86_64","6.2.1","1","0","Screensaver designed to integrate well with the Cinnamon desktop.","https://github.com/linuxmint/cinnamon-screensaver","cinnamon-screensaver-6.2.1-1-x86_64.pkg.tar.zst","174775","1655483","2024-09-27T18:43:13Z","2024-09-27T18:45:14.350Z","null","arojas"
"cinnamon-session","cinnamon-session","extra","x86_64","6.2.1","1","0","The Cinnamon Session Handler","https://github.com/linuxmint/cinnamon-session","cinnamon-session-6.2.1-1-x86_64.pkg.tar.zst","106917","354537","2024-07-24T17:01:14Z","2024-07-24T17:03:18.493Z","null","arojas"
"cinnamon-settings-daemon","cinnamon-settings-daemon","extra","x86_64","6.2.0","2","0","The Cinnamon Settings daemon","https://github.com/linuxmint/cinnamon-settings-daemon","cinnamon-settings-daemon-6.2.0-2-x86_64.pkg.tar.zst","389498","1857334","2024-06-21T14:51:24Z","2024-06-21T14:57:17.491Z","null","fabiscafe"
"cinnamon-translations","cinnamon-translations","extra","any","6.2.2","1","0","Translations for Cinnamon and Nemo","https://github.com/linuxmint/cinnamon-translations","cinnamon-translations-6.2.2-1-any.pkg.tar.zst","3852943","24479399","2024-07-24T16:57:28Z","2024-07-24T16:59:48.087Z","null","arojas"
"cinnamon","cinnamon","extra","x86_64","6.2.9","1","0","Linux desktop which provides advanced innovative features and a traditional user experience","https://github.com/linuxmint/cinnamon","cinnamon-6.2.9-1-x86_64.pkg.tar.zst","1831819","9152788","2024-08-18T11:07:27Z","2024-08-18T11:09:51.058Z","null","arojas"
"citations","citations","extra","x86_64","0.7.0","2","0","Manage your bibliographies using the BibTeX format","https://apps.gnome.org/Citations/","citations-0.7.0-2-x86_64.pkg.tar.zst","1787701","5386535","2024-10-10T19:10:55Z","2024-10-10T19:19:38.866Z","null","bgyorgy"
"cjdns","cjdns","extra","x86_64","22","1","0","Routing engine designed for security, scalability, speed and ease of use","https://github.com/cjdelisle/cjdns","cjdns-22-1-x86_64.pkg.tar.zst","934510","2429295","2023-02-25T02:55:10Z","2023-05-19T15:44:14.524Z","null","anthraxx"
"cjs","cjs","extra","x86_64","6.2.0","1","0","Javascript Bindings for Cinnamon","https://github.com/linuxmint/cjs","cjs-6.2.0-1-x86_64.pkg.tar.zst","441463","1461137","2024-06-12T21:30:24Z","2024-06-12T21:34:12.926Z","null","arojas"
"cjson","cjson","extra","x86_64","1.7.18","1","0","Ultralightweight JSON parser in ANSI C","https://github.com/DaveGamble/cJSON","cjson-1.7.18-1-x86_64.pkg.tar.zst","28500","89861","2024-05-18T10:56:36Z","2024-05-18T10:59:23.311Z","null","jelle"
"ckermit","ckermit","extra","x86_64","9.0.302","11","0","Portable scriptable network and serial communication software","http://www.columbia.edu/kermit/ck90.html","ckermit-9.0.302-11-x86_64.pkg.tar.zst","917295","3035209","2023-03-19T15:59:23Z","2023-05-19T15:44:15.873Z","null","dvzrv"
"cksfv","cksfv","extra","x86_64","1.3.15","2","0","SFV (Simple File Verification) Checker","http://zakalwe.fi/~shd/foss/cksfv","cksfv-1.3.15-2-x86_64.pkg.tar.zst","12542","32271","2024-09-08T17:45:52Z","2024-09-08T17:47:39.272Z","null","jlichtblau"
"cl-alexandria","cl-alexandria","extra","any","1.4.r17.g2f39fbf","3","0","A set of Common Lisp Utilities","https://alexandria.common-lisp.dev","cl-alexandria-1.4.r17.g2f39fbf-3-any.pkg.tar.zst","65214","303801","2024-07-12T02:10:49Z","2024-07-12T02:39:35.984Z","null","blakkheim"
"cl-asdf-flv","cl-asdf-flv","extra","any","2.1","3","0","cl-asdf extension to provide support for file-local variables","https://github.com/didierverna/asdf-flv","cl-asdf-flv-2.1-3-any.pkg.tar.zst","4046","4740","2024-07-12T02:18:02Z","2024-07-12T02:39:36.407Z","null","blakkheim"
"cl-babel","cl-babel","extra","any","0.5.0.r20.gf892d05","3","0","A charset encoding/decoding library for Common Lisp","https://babel.common-lisp.dev/","cl-babel-0.5.0.r20.gf892d05-3-any.pkg.tar.zst","148736","1007162","2024-07-12T02:18:31Z","2024-07-12T02:39:36.821Z","null","blakkheim"
